,set_num,name,year,theme_id,num_parts,price_mean_N,price_min_N,price_max_N,set_qty_N,currency_N
13041,854040-1,Happy Santa Key Chain,2020,503,0,0.0,0.0,0.0,0.0,none
13042,854041-1,Happy Helper Elf Key Chain,2020,503,0,0.0,0.0,0.0,0.0,none
13043,854048-1,Road Tape,2020,646,35,13.2044,10.1652,16.5248,10,USD
13044,854049-1,Pumpkin & Bat Duo,2020,230,0,15.3424,12.5001,17.9500,60,USD
13045,854064-1,Captain Marvel Key Chain,2020,503,0,0.0,0.0,0.0,0.0,none
13046,854065-1,Water Tape,2020,646,23,13.5081,11.9995,16.5248,8,USD
13047,854066-1,Birthday Guy Key Chain,2020,503,0,0.0,0.0,0.0,0.0,none
13048,854067-1,Minifigure Factory Box,2019,408,0,0.0,0.0,0.0,0.0,none
13049,854068-1,China Flower Girl Key Chain,2020,503,0,0.0,0.0,0.0,0.0,none
13050,854-1,Go-Kart,1978,4,212,0.0000,0.0000,0.0000,0,USD
13051,8541-1,Matau,2001,356,25,32.0307,25.0000,43.9560,3,USD
13052,8542-1,Onewa,2001,356,29,24.9811,18.8737,43.7300,11,USD
13053,8543-1,Nokama,2001,356,27,20.4635,11.8034,29.5086,12,USD
13054,8544-1,Nuju,2001,356,29,29.1391,21.2462,36.1303,5,USD
13055,8545-1,Whenua,2001,356,28,17.2592,15.9920,18.8855,5,USD
13056,8546-1,Power Pack,2001,346,10,184.8814,150.0000,232.4925,4,USD
13057,8547-1,Mindstorms NXT 2.0,2009,259,621,402.4304,280.0000,588.9914,11,USD
13058,8548-1,Nui-Jaga,2001,343,224,181.0891,175.8712,185.2100,3,USD
13059,8549-1,Tarakava,2001,343,401,181.8600,179.7900,185.7900,3,USD
13060,8550-1,Gahlok Va,2002,329,26,22.4955,10.6231,47.4040,10,USD
13061,855-1,Mobile crane,1978,4,509,0.0000,0.0000,0.0000,0,USD
13062,8551-1,Kohrak Va,2002,329,28,15.9610,11.7916,24.5344,9,USD
13063,8552-1,Lehvak Va,2002,329,28,20.7784,11.7444,46.9675,8,USD
13064,8553-1,Pahrak Va,2002,329,27,25.7603,12.6912,63.4561,9,USD
13065,8554-1,Tahnok Va,2002,329,27,17.5021,12.9590,27.6113,6,USD
13066,8555-1,Nuhvok Va,2002,329,26,30.7251,8.8526,55.8618,12,USD
13067,8556-1,Boxor,2002,347,157,95.4112,59.9900,133.0247,4,USD
13068,8557-1,Exo-Toa,2002,347,376,227.5840,227.5840,227.5840,1,USD
13069,8558-1,Cahdok and Gahdok,2002,347,630,251.5338,233.6950,272.4400,4,USD
13070,8559-1,Krana,2002,324,24,0.0000,0.0000,0.0000,0,USD
13071,8560-1,Pahrak,2002,328,40,64.9964,42.3700,87.6228,3,USD
13072,856-1,Bulldozer,1979,4,362,0.0000,0.0000,0.0000,0,USD
13073,8561-1,Nuhvok,2002,328,40,56.3759,41.3120,64.2567,5,USD
13074,8562-1,Gahlok,2002,328,40,63.0366,60.4400,65.6332,3,USD
13075,8563-1,Tahnok,2002,328,40,8.5830,8.5830,8.5830,2,USD
13076,8564-1,Lehvak,2002,328,40,84.6384,84.6384,84.6384,1,USD
13077,8565-1,Kohrak,2002,328,40,50.0000,50.0000,50.0000,1,USD
13078,8566-1,Onua Nuva,2002,354,41,47.9796,37.0600,58.8991,2,USD
13079,8567-1,Lewa Nuva,2002,354,35,50.6159,48.7500,52.9974,4,USD
13080,8568-1,Pohatu Nuva,2002,354,43,40.7795,35.0626,61.3417,9,USD
13081,8569-1,Krana,2002,324,25,0.0000,0.0000,0.0000,0,USD
13082,8570-1,Gali Nuva,2002,354,43,73.3296,37.0600,109.1728,4,USD
13083,857-1,Motorcycle with sidecar,1979,4,403,0.0000,0.0000,0.0000,0,USD
13084,8571-1,Kopaka Nuva,2002,354,41,60.4337,43.7675,96.9114,7,USD
13085,8572-1,Tahu Nuva,2002,354,36,140.5647,124.9700,156.1594,3,USD
13086,8573-1,Nuhvok-Kal,2003,330,41,35.2923,35.2923,35.2923,1,USD
13087,8574-1,Tahnok-Kal,2003,330,41,51.8171,47.0957,56.5384,2,USD
13088,8575-1,Kohrak-Kal,2003,330,41,39.4446,19.9900,58.8991,2,USD
13089,8576-1,Lehvak-Kal,2003,330,41,46.7529,39.7617,64.4071,5,USD
13090,8577-1,Pahrak-Kal,2003,330,41,35.1462,35.0000,35.2923,2,USD
13091,8578-1,Gahlok-Kal,2003,330,41,45.6560,41.3120,50.0000,2,USD
13092,8580-1,Kraata,2003,346,3,20.9015,9.3500,47.4162,28,USD
13093,858-1,Auto Engines,1980,4,242,0.0000,0.0000,0.0000,0,USD
13094,8581-1,Kopeke,2003,335,25,21.4338,15.5592,29.2076,4,USD
13095,8582-1,Matoro,2003,335,25,21.2227,14.0000,40.8906,4,USD
13096,8583-1,Hahli,2003,335,25,40.8906,40.8906,40.8906,1,USD
13097,8584-1,Hewkii,2003,335,25,25.2996,14.0000,49.1888,5,USD
13098,8584-2,Hewkii (Kabaya Promotional),2003,335,25,0.0000,0.0000,0.0000,0,USD
13099,8585-1,Hafu,2003,335,25,31.3261,16.0000,48.7706,3,USD
13100,8585-2,Hafu (Kabaya Promotional),2003,335,25,0.0000,0.0000,0.0000,0,USD
13101,8586-1,Macku,2003,335,25,20.4916,18.0000,23.7961,10,USD
13102,8586-2,Macku (Kabaya Promotional),2003,335,25,50.9195,50.9195,50.9195,1,USD
13103,8587-1,Panrahk,2003,344,45,31.9691,25.2451,42.9381,13,USD
13104,8587-2,Panrahk - With Shadow Kraata (Promotional Set),2003,344,45,0.0000,0.0000,0.0000,0,USD
13105,8587-3,Panrahk - With mini CD-ROM,2003,344,46,40.3985,31.7281,49.0688,2,USD
13106,8588-1,Kurahk,2003,344,45,30.3143,26.6506,35.2923,3,USD
13107,8588-2,Kurahk - With Shadow Kraata (Promotional Set),2003,344,45,0.0000,0.0000,0.0000,0,USD
13108,8588-3,Kurahk - With mini CD-ROM,2003,344,45,28.5600,28.5600,28.5600,1,USD
13109,8589-1,Lerahk,2003,344,45,0.0000,0.0000,0.0000,0,USD
13110,8589-2,Lerahk - With Shadow Kraata (Promotional Set),2003,344,45,0.0000,0.0000,0.0000,0,USD
13111,8589-3,Lerahk - With mini CD-ROM,2003,344,46,0.0000,0.0000,0.0000,0,USD
13112,8590-1,Guurahk,2003,344,45,0.0000,0.0000,0.0000,0,USD
13113,8590-2,Guurahk - With Shadow Kraata (Promotional Set),2003,344,45,0.0000,0.0000,0.0000,0,USD
13114,8590-3,Guurahk - With mini CD-ROM,2003,344,46,0.0000,0.0000,0.0000,0,USD
13115,8591-1,Vorahk,2003,344,45,42.5308,40.1269,45.3903,3,USD
13116,8591-2,Vorahk - With Shadow Kraata,2003,344,45,0.0000,0.0000,0.0000,0,USD
13117,8591-3,Vorahk - With mini CD-ROM,2003,344,45,0.0000,0.0000,0.0000,0,USD
13118,8592-1,Turahk,2003,344,45,53.1443,38.0000,73.6031,4,USD
13119,8592-2,Turahk - With Shadow Kraata,2003,344,45,0.0000,0.0000,0.0000,0,USD
13120,8592-3,Turahk - With mini CD-ROM,2003,344,46,0.0000,0.0000,0.0000,0,USD
13121,8593-1,Makuta,2003,347,199,145.4400,145.4400,145.4400,1,USD
13122,8594-1,Jaller and Gukko,2003,347,171,0.0000,0.0000,0.0000,0,USD
13123,8595-1,Takua and Pewku,2003,347,221,0.0000,0.0000,0.0000,0,USD
13124,8596-1,Takanuva,2003,347,199,246.3300,246.3300,246.3300,1,USD
13125,8597-1,Krana Nuva,2002,324,50,29.9483,29.2076,30.6889,13,USD
13126,8598-1,Kanohi Nuva & Krana Pack,2002,324,50,0.0000,0.0000,0.0000,0,USD
13127,8599-1,Krana-Kal Mask Pack,2003,324,49,0.0000,0.0000,0.0000,0,USD
13128,8600-1,Krana-Kal Mask Bag polybag - Non-US version,2003,324,48,37.7710,37.7710,37.7710,1,USD
13129,8601-1,Toa Vakama,2003,353,48,61.3417,61.3417,61.3417,1,USD
13130,8601-2,Toa Vakama - 2004 San Diego Comic-Con Exclusive (Does Not Contain Exclusive Disk),2004,353,48,0.0000,0.0000,0.0000,0,USD
13131,8602-1,Toa Nokama,2004,353,46,0.0000,0.0000,0.0000,0,USD
13132,8603-1,Toa Whenua,2004,353,49,40.1269,40.1269,40.1269,1,USD
13133,8604-1,Toa Onewa,2004,353,44,64.2567,64.2567,64.2567,1,USD
13134,8605-1,Toa Matau,2004,353,46,0.0000,0.0000,0.0000,0,USD
13135,8606-1,Toa Nuju,2004,353,48,75.9398,75.9398,75.9398,1,USD
13136,8607-1,Nuhrii,2004,336,27,23.8496,15.0000,52.9109,8,USD
13137,8608-1,Vhisola,2004,336,27,26.1084,15.8640,36.8074,6,USD
13138,8609-1,Tehutti,2004,336,27,21.3714,11.8034,46.8403,9,USD
13139,8610-1,Ahkmou,2004,336,27,22.3476,15.0000,51.6024,10,USD
13140,8611-1,Orkahm,2004,336,27,24.6145,14.7543,55.2564,6,USD
13141,8612-1,Ehrye,2004,336,27,18.3677,8.1444,45.8767,18,USD
13142,8613-1,Kanoka Disk Launcher Pack,2004,346,5,17.7742,4.7096,34.9229,3,USD
13143,8614-1,Vahki Nuurakh,2004,357,32,25.5122,17.7052,40.0000,13,USD
13144,8614-2,Vahki Nuurakh Limited Edition with Movie Edition Vahi and Disk Of Time,2004,357,33,0.0000,0.0000,0.0000,0,USD
13145,8615-1,Vahki Bordakh,2004,357,32,0.0000,0.0000,0.0000,0,USD
13146,8615-2,Vahki Bordakh Limited Edition with Movie Edition Vahi and Disk Of Time,2004,357,33,0.0000,0.0000,0.0000,0,USD
13147,8616-1,Vahki Vorzakh,2004,357,32,24.3348,9.9900,40.0000,9,USD
13148,8616-2,Vahki Vorzakh Limited Edition with Movie Edition Vahi and Disk Of Time,2004,357,33,0.0000,0.0000,0.0000,0,USD
13149,8617-1,Vahki Zadakh,2004,357,32,28.2128,28.2128,28.2128,5,USD
13150,8617-2,Vahki Zadakh Limited Edition with Movie Edition Vahi and Disk Of Time,2004,357,33,0.0000,0.0000,0.0000,0,USD
13151,8618-1,Vahki Rorzakh,2004,357,32,26.2995,11.7916,40.0000,10,USD
13152,8618-2,Vahki Rorzakh Limited Edition with Movie Edition Vahi and Disk Of Time,2004,357,33,0.0000,0.0000,0.0000,0,USD
13153,8619-1,Vahki Keerakh,2004,357,32,32.4756,30.6771,34.2741,3,USD
13154,8619-2,Vahki Keerakh Limited Edition with Movie Edition Vahi and Disk Of Time,2004,357,33,0.0000,0.0000,0.0000,0,USD
13155,8620-1,Snow Scooter,1986,2,101,108.0497,100.0000,116.0993,2,USD
13156,8621-1,Turaga Dume and Nivawk,2004,347,180,95.4737,55.0000,199.9900,6,USD
13157,8622-1,Nidhiki,2004,347,170,79.3202,79.3202,79.3202,2,USD
13158,8623-1,Krekka,2004,347,213,93.0758,60.1073,199.9900,7,USD
13159,8624-1,Race for the Mask of Life,2006,341,507,70.2500,65.5000,75.0000,5,USD
13160,8625-1,Umbra,2006,347,179,153.8880,125.0000,182.7759,3,USD
13161,8626-1,Irnakk,2006,347,8,0.0000,0.0000,0.0000,0,USD
13162,8630-1,Mission 3: Gold Hunt,2008,302,352,70.8206,70.8206,70.8206,1,USD
13163,8631-1,Mission 1: Jetpack Pursuit,2008,302,87,27.4403,13.6550,46.0334,4,USD
13164,8632-1,Mission 2: Swamp Raid,2008,302,231,41.2245,32.1745,47.2019,4,USD
13165,8633-1,Mission 4: Speedboat Rescue,2008,302,340,111.6757,106.2191,122.5771,3,USD
13166,8634-1,Mission 5: Turbocar Chase,2008,302,495,104.4521,82.6122,129.9800,10,USD
13167,8635-1,Mission 6: Mobile Command Center,2008,302,1153,263.1851,188.8549,350.0000,7,USD
13168,8636-1,Mission 7: Deep Sea Quest,2008,302,521,159.6183,140.0000,188.8549,3,USD
13169,8637-1,Mission 8: Volcano Base,2008,302,716,228.5433,199.0000,255.3531,13,USD
13170,8638-1,Spy Jet Escape,2011,269,335,66.8179,47.5000,103.6722,23,USD
13171,8639-1,Big Bentley Bust Out,2011,269,744,99.0863,64.8599,411.9398,59,USD
13172,8640-1,Polar Copter,1986,2,240,0.0000,0.0000,0.0000,0,USD
13173,8641-1,Flame Glider,2005,120,53,15.6131,9.8910,38.2289,31,USD
13174,8642-1,Monster Crusher,2005,120,42,19.2641,11.3716,43.5323,14,USD
13175,8643-1,Power Cruiser,2005,120,46,15.9312,10.0000,25.0000,6,USD
13176,8644-1,Street Maniac,2005,120,35,17.1195,9.0000,33.3905,9,USD
13177,8645-1,Muscle Slammer Bike,2005,116,125,28.5553,28.5553,28.5553,1,USD
13178,8646-1,Speed Slammer Bike,2005,116,125,33.0361,15.8140,50.2582,2,USD
13179,8647-1,Night Racer,2005,116,76,46.6682,28.5542,64.7822,2,USD
13180,8648-1,Buzz Saw,2005,116,64,24.5866,15.9346,34.2300,3,USD
13181,8649-1,Nitro Menace,2005,116,622,176.6313,159.3088,200.0000,4,USD
13182,8650-1,Furious Slammer Racer,2005,116,253,33.6069,29.5086,41.3120,3,USD
13183,8651-1,Jumping Giant,2005,116,241,62.2275,60.1390,66.0000,25,USD
13184,8652-1,Enzo Ferrari 1:17,2005,114,477,261.5373,214.1645,335.4742,8,USD
13185,8653-1,Enzo Ferrari 1:10,2005,114,1357,647.1509,531.1545,846.3978,9,USD
13186,8654-1,Scuderia Ferrari Truck,2005,114,831,197.6993,125.0000,295.0858,8,USD
13187,8655-1,RX-Sprinter,2005,120,57,13.8672,9.0713,30.9545,33,USD
13188,8656-1,F6 Truck,2005,120,47,14.1656,8.9500,35.7257,45,USD
13189,8657-1,ATR 4,2005,120,38,26.3089,12.0000,51.7621,7,USD
13190,8658-1,Big Bling Wheelie,2005,120,31,13.7592,12.0000,15.0000,3,USD
13191,8660-1,Arctic Rescue Unit,1986,2,387,0.0000,0.0000,0.0000,0,USD
13192,8661-1,Carbon Star,2006,120,43,20.5767,9.9500,52.0582,8,USD
13193,8662-1,Blue Renegade,2006,120,48,20.0000,15.0000,25.0000,2,USD
13194,8663-1,Fat Trax,2006,120,41,18.4400,10.0000,43.3227,8,USD
13195,8664-1,Road Hero,2006,120,54,18.9153,8.9500,48.0318,13,USD
13196,8665-1,Highway Enforcer {Box},2006,120,52,20.8375,10.0000,38.1851,4,USD
13197,8666-1,TunerX,2006,120,60,12.9125,5.0000,36.2182,17,USD
13198,8667-1,Action Wheelie,2006,116,79,47.2137,47.2137,47.2137,1,USD
13199,8668-1,LEGO Competition Racers: Racers Fly Wheel Side Rider,2006,116,109,22.3694,13.0000,51.4335,5,USD
13200,8669-1,Fire Spinner 360,2006,116,112,21.6333,12.0000,27.9000,3,USD
13201,8670-1,Jump Master,2006,116,104,24.7178,21.6900,27.4633,7,USD
13202,8671-1,Ferrari 430 Spider 1:17,2006,114,559,258.8552,222.6600,293.9055,3,USD
13203,8672-1,Ferrari Finish Line,2006,114,578,146.9139,94.9900,196.6500,11,USD
13204,8673-1,Ferrari F1 Fuel Stop,2006,114,189,89.8408,49.9900,177.0515,13,USD
13205,8674-1,Ferrari F1 Racer 1:8,2006,114,1245,731.8328,360.0047,999.0000,5,USD
13206,8675-1,Outdoor Challenger,2006,117,99,457.2645,309.9500,590.1717,5,USD
13207,8676-1,Sunset Cruiser,2006,117,53,161.1200,149.9900,172.2500,2,USD
13208,8677-1,Ultimate Build Mater,2011,269,288,80.8932,51.8278,180.0000,20,USD
13209,8678-1,Ultimate Build Francesco,2011,269,195,61.4894,32.0000,180.0000,10,USD
13210,8679-1,Tokyo International Circuit,2011,269,852,113.9634,79.3202,200.0000,27,USD
13211,8680-1,Arctic Rescue Base,1986,2,525,0.0000,0.0000,0.0000,0,USD
13212,8681-1,Tuner Garage,2006,120,657,67.6406,54.0000,82.6240,7,USD
13213,8682-1,Nitro Intimidator,2006,116,724,162.9946,110.0000,247.0000,5,USD
13214,8683-0,Series 1 - Random Bag,2010,536,0,0.0,0.0,0.0,0.0,none
13215,8683-1,Tribal Hunter,2010,536,8,99.8176,10.8356,590.7500,230,USD
13216,8683-10,Super Wrestler,2010,536,5,0.0,0.0,0.0,0.0,none
13217,8683-11,Nurse,2010,536,7,0.0,0.0,0.0,0.0,none
13218,8683-12,Ninja,2010,536,6,0.0,0.0,0.0,0.0,none
13219,8683-13,Spaceman,2010,536,8,0.0,0.0,0.0,0.0,none
13220,8683-14,Forestman,2010,536,8,0.0,0.0,0.0,0.0,none
13221,8683-15,Deep Sea Diver,2010,536,9,0.0,0.0,0.0,0.0,none
13222,8683-16,Cowboy,2010,536,7,0.0,0.0,0.0,0.0,none
13223,8683-17,Collectable Minifigures - LEGO Minifigures Series 1 - Complete,2010,536,0,0.0,0.0,0.0,0.0,none
13224,8683-18,Minifigure Series 1 (Box of 60),2010,536,0,0.0,0.0,0.0,0.0,none
13225,8683-2,Cheerleader,2010,536,7,354.0994,247.8721,655.7445,32,USD
13226,8683-3,Caveman,2010,536,6,0.0,0.0,0.0,0.0,none
13227,8683-4,Circus Clown,2010,536,6,0.0,0.0,0.0,0.0,none
13228,8683-5,Zombie,2010,536,6,0.0,0.0,0.0,0.0,none
13229,8683-6,Skater,2010,536,8,0.0,0.0,0.0,0.0,none
13230,8683-7,Robot,2010,536,6,0.0,0.0,0.0,0.0,none
13231,8683-8,Demolition Dummy,2010,536,6,0.0,0.0,0.0,0.0,none
13232,8683-9,Magician,2010,536,7,0.0,0.0,0.0,0.0,none
13233,8684-0,Series 2 - Random Bag,2010,537,0,0.0,0.0,0.0,0.0,none
13234,8684-1,Mariachi / Maraca Man - Complete Set,2010,537,9,52.9914,7.2885,379.3066,221,USD
13235,8684-10,Weightlifter,2010,537,8,0.0,0.0,0.0,0.0,none
13236,8684-11,Pop Star - Complete Set,2010,537,6,0.0,0.0,0.0,0.0,none
13237,8684-12,Skier - Complete Set,2010,537,9,0.0,0.0,0.0,0.0,none
13238,8684-13,Disco Dude - Complete Set,2010,537,6,0.0,0.0,0.0,0.0,none
13239,8684-14,Karate Master - Complete Set,2010,537,6,0.0,0.0,0.0,0.0,none
13240,8684-15,Surfer - Complete Set,2010,537,6,0.0,0.0,0.0,0.0,none
13241,8684-16,Pharaoh - Complete Set,2010,537,6,0.0,0.0,0.0,0.0,none
13242,8684-17,Collectable Minifigures - LEGO Minifigures Series 2 - Complete,2010,537,0,0.0,0.0,0.0,0.0,none
13243,8684-18,Minifigure Series 2 (Box of 60),2010,537,0,0.0,0.0,0.0,0.0,none
13244,8684-2,Spartan Warrior - Complete Set,2010,537,8,199.0331,134.9900,524.5965,45,USD
13245,8684-3,Circus Ringmaster - Complete Set,2010,537,6,0.0,0.0,0.0,0.0,none
13246,8684-4,Witch - Complete Set,2010,537,6,0.0,0.0,0.0,0.0,none
13247,8684-5,Vampire - Complete Set,2010,537,7,0.0,0.0,0.0,0.0,none
13248,8684-6,Traffic Cop - Complete Set,2010,537,7,0.0,0.0,0.0,0.0,none
13249,8684-7,Explorer - Complete Set,2010,537,7,0.0,0.0,0.0,0.0,none
13250,8684-8,Lifeguard - Complete Set,2010,537,6,0.0,0.0,0.0,0.0,none
13251,8684-9,Mime - Complete Set,2010,537,7,0.0,0.0,0.0,0.0,none
13252,8685-1,Toa Kopaka,2008,339,53,84.2281,59.0054,116.5412,3,USD
13253,8686-1,Toa Lewa,2008,339,51,0.0000,0.0000,0.0000,0,USD
13254,8687-1,Toa Pohatu,2008,339,67,72.9580,72.9580,72.9580,1,USD
13255,8688-1,Toa Gali,2008,338,60,80.6130,80.6130,80.6130,1,USD
13256,8689-1,Toa Tahu,2008,338,73,121.4458,121.4458,121.4458,1,USD
13257,8690-1,Toa Onua,2008,338,62,41.3718,34.9009,47.8426,2,USD
13258,8691-1,Antroz,2008,339,52,72.9580,72.9580,72.9580,1,USD
13259,8692-1,Vamprah,2008,339,48,71.7854,51.2747,92.2960,3,USD
13260,8693-1,Chirox,2008,339,48,87.2405,87.2405,87.2405,1,USD
13261,8694-1,Krika,2008,338,40,76.7223,76.7223,76.7223,1,USD
13262,8695-1,Gorast,2008,338,51,35.2509,23.6069,52.1457,11,USD
13263,8696-1,Bitil,2008,338,54,38.0998,21.0000,55.1995,55,USD
13264,8697-1,Toa Ignika,2008,359,140,198.3005,198.3005,198.3005,1,USD
13265,8698-1,Vultraz,2008,359,133,31.5648,22.7584,43.7478,7,USD
13266,8699-1,Takanuva,2008,359,267,0.0000,0.0000,0.0000,0,USD
13267,8700-1,Expert Builder Power Pack,1982,4,27,88.5258,88.5258,88.5258,1,USD
13268,870-1,4.5V Supplementary Set,1977,4,22,0.0000,0.0000,0.0000,0,USD
13269,8701-1,King Jayko,2006,198,130,31.6045,25.0000,39.9500,8,USD
13270,8702-1,Lord Vladek,2006,198,112,50.0000,50.0000,50.0000,1,USD
13271,8703-1,Sir Kentis,2006,198,42,28.5542,28.5542,28.5542,1,USD
13272,8704-1,Sir Adric,2006,198,40,34.0264,29.5086,38.8771,8,USD
13273,8705-1,Dracus,2006,198,38,30.8804,15.0000,40.0000,12,USD
13274,8706-1,Karzon,2006,198,44,28.5542,28.5542,28.5542,1,USD
13275,8707-1,Boulder Blaster,2009,439,294,133.0242,111.0483,155.0000,2,USD
13276,8708-1,Cave Crusher,2009,439,259,165.1891,165.1891,165.1891,1,USD
13277,8709-1,Underground Mining Station,2009,439,635,304.5324,256.4578,348.2013,5,USD
13278,8710-1,Expert Builder Parts Pack,1980,19,124,69.0383,59.0054,79.0712,2,USD
13279,8710823003677-1,City: Duke's Missie,2020,497,17,0.0,0.0,0.0,0.0,none
13280,871082300512100119-1,Ninjago Vakantieboek,2019,497,16,0.0,0.0,0.0,0.0,none
13281,871082300572500120-1,Build & Celebrate Easter,2020,497,30,0.0,0.0,0.0,0.0,none
13282,871-1,Supplementary Set,1977,4,78,82.2109,81.4437,82.6240,7,USD
13283,8712-1,Action Figures,1988,19,14,0.0000,0.0000,0.0000,0,USD
13284,8714-1,TECHNIC Team / Team,1993,19,9,123.6410,23.6069,177.0515,6,USD
13285,8715-1,Ultimate Creatures Accessory Set,2005,346,401,0.0000,0.0000,0.0000,0,USD
13286,8719-1,Zamor Spheres,2006,346,10,6.2813,3.2636,11.6986,35,USD
13287,8720-1,Power Pack,1991,19,57,65.9066,53.1155,104.2800,5,USD
13288,872-1,Supplementary Set,1978,4,77,50.9613,47.2137,54.7089,3,USD
13289,8721-1,Velika,2006,337,21,18.3592,8.4700,41.8574,7,USD
13290,8722-1,Kazi,2006,337,25,26.1111,12.6912,55.8974,8,USD
13291,8723-1,Piruk,2006,337,27,24.3002,12.6912,46.7487,5,USD
13292,8724-1,Garan,2006,337,21,20.9787,15.8640,29.1832,8,USD
13293,8725-1,Balta,2006,337,22,21.2332,13.5480,28.9184,2,USD
13294,8726-1,Dalu,2006,337,25,53.3047,53.3047,53.3047,1,USD
13295,8727-1,Inika Toa Jaller,2006,351,46,70.3089,41.3120,99.3058,2,USD
13296,8728-1,Inika Toa Hahli,2006,351,46,63.2704,36.3600,99.3058,5,USD
13297,8729-1,Inika Toa Nuparu,2006,351,55,65.8503,29.9900,87.6228,6,USD
13298,8730-1,Inika Toa Hewkii,2006,351,62,77.3683,57.8368,104.2682,5,USD
13299,8731-1,Inika Toa Kongu,2006,351,46,42.7018,19.9900,79.7338,9,USD
13300,8732-1,Inika Toa Matoro,2006,351,47,93.7401,92.2960,95.1842,2,USD
13301,8733-1,Axonn,2006,347,196,213.4150,140.0000,322.7295,3,USD
13302,8734-1,Brutaka,2006,347,191,0.0000,0.0000,0.0000,0,USD
13303,8735-1,Power Pack Motor Set,1998,19,60,42.6072,36.5906,53.1155,24,USD
13304,8736-1,Toa Hordika Vakama,2005,350,48,57.2469,57.2469,57.2469,1,USD
13305,8737-1,Toa Hordika Nokama,2005,350,48,42.9521,35.3985,52.1457,3,USD
13306,8738-1,Toa Hordika Whenua,2005,350,48,42.2901,40.8906,43.6896,2,USD
13307,8739-1,Toa Hordika Onewa,2005,350,48,24.7511,18.1800,30.6420,11,USD
13308,8740-1,Toa Hordika Matau,2005,350,48,29.4696,19.3499,49.0688,15,USD
13309,874-1,Supplementary Set,1979,4,38,37.8499,32.0000,43.6997,3,USD
13310,8741-1,Toa Hordika Nuju,2005,350,48,47.6556,35.3985,70.2304,5,USD
13311,8742-1,Visorak Vohtarak,2005,358,47,30.9581,23.7961,38.1200,2,USD
13312,8743-1,Visorak Boggarak,2005,358,47,43.2031,30.3445,61.3417,3,USD
13313,8744-1,Visorak Oohnorak,2005,358,47,38.8935,25.0000,59.9304,3,USD
13314,8745-1,Visorak Roporak,2005,358,47,37.7027,16.9900,59.9304,10,USD
13315,8746-1,Visorak Keelerak,2005,358,47,44.7413,37.0600,60.1040,11,USD
13316,8747-1,Visorak Suukorak,2005,358,47,39.5000,39.0000,40.0000,3,USD
13317,8748-1,Rhotuka Spinners,2005,346,5,5.0775,1.2040,23.0991,50,USD
13318,875-1,Supplementary Set,1979,4,38,45.4567,43.6997,47.2137,4,USD
13319,8755-1,Keetongu,2005,347,203,83.4215,75.0000,95.6100,3,USD
13320,8756-1,Sidorak,2005,347,211,67.0383,56.6447,84.9800,3,USD
13321,8757-1,Visorak Battle Ram,2005,341,194,46.8377,29.4496,75.0000,17,USD
13322,8758-1,Tower of Toa,2005,341,412,70.2725,60.0000,81.8100,5,USD
13323,8759-1,Battle of Metru Nui,2005,341,876,150.9277,95.0938,259.3805,15,USD
13324,876-1,Supplementary Set,1979,4,38,36.9046,30.1094,43.6997,3,USD
13325,8761-1,Roodaka,2005,347,233,182.9532,182.9532,182.9532,1,USD
13326,8762-1,Toa Iruini,2005,349,53,52.3687,43.6261,68.9299,4,USD
13327,8763-1,Toa Norik,2005,349,55,81.4663,64.7951,98.1375,3,USD
13328,8764-1,Vezon & Fenrakk,2006,347,281,332.9666,332.9666,332.9666,1,USD
13329,8769-1,Visorak's Gate,2005,341,335,51.6165,46.9020,59.1729,5,USD
13330,8770-1,Danju (European version without Cards),2004,198,42,22.8455,14.5124,44.0054,15,USD
13331,877-1,Supplementary Set,1979,4,30,0.0000,0.0000,0.0000,0,USD
13332,8771-1,Jayko (European version without Cards),2004,198,45,0.0000,0.0000,0.0000,0,USD
13333,8772-1,Rascus (European version without Cards),2004,198,46,19.8570,12.6912,49.7220,15,USD
13334,8773-1,Santis (European version without Cards),2004,198,46,25.1236,12.6912,48.1672,12,USD
13335,8774-1,Vladek (European version without Cards),2004,198,48,21.1707,11.2133,44.5661,9,USD
13336,8777-1,Vladek Encounter,2004,198,42,21.0000,21.0000,21.0000,1,USD
13337,8778-1,Border Ambush,2004,198,177,31.7550,24.9900,40.0000,12,USD
13338,8779-1,The Grand Tournament,2004,198,321,55.0222,40.0000,75.0000,6,USD
13339,8780-1,Citadel of Orlan,2004,198,480,120.4250,120.0000,120.8500,2,USD
13340,878-1,Supplementary Set,1979,4,52,147.5429,147.5429,147.5429,1,USD
13341,8781-1,Castle of Morcia,2004,198,657,266.3982,190.3780,354.1030,4,USD
13342,8782-1,Danju (USA version with 3 Cards),2004,198,45,37.5000,35.0000,40.0000,2,USD
13343,8782-2,"Danju (USA version with 6 Cards, Target Promo)",2004,198,48,0.0000,0.0000,0.0000,0,USD
13344,8783-1,Jayko (USA version with 3 Cards),2004,198,48,32.9808,19.0000,40.0000,4,USD
13345,8783-2,"Jayko (USA version with 6 Cards, Target Promo)",2004,198,51,0.0000,0.0000,0.0000,0,USD
13346,8784-1,Rascus (USA version with 3 Cards),2004,198,49,25.1667,17.0000,40.0000,9,USD
13347,8784-2,"Rascus (USA version with 6 Cards, Target Promo)",2004,198,52,0.0000,0.0000,0.0000,0,USD
13348,8785-1,Santis (USA version with 3 Cards),2004,198,49,36.1975,19.7900,50.0000,4,USD
